OG0004835.2	OG0000692.0	OG0004617.12	OG0004338.2	OG0000027.1	OG0004464.0	OG0000107.44	OG0000038.0	OG0012915.3	OG0009883.5
1e-07	1e-07	1e-07	1e-07	1e-07	1e-07	1e-07	0.015377100000000001	nan	nan
OG0009117.4	OG0003625.28	OG0000177.8	OG0000056.0	OG0000307.20	OG0009163.11	OG0003732.8	OG0011678.0	OG0000102.0	OG0003818.6
1e-07	1e-07	0.0955431	1e-07	1e-07	nan	1e-07	nan	1e-07	1e-07
OG0024475.0	OG0000054.0	OG0001610.50	OG0000132.40	OG0005176.0	OG0006956.0	OG0000139.0	OG0000074.152	OG0007485.0	OG0003588.2
nan	1e-07	1e-07	1e-07	1e-07	nan	1e-07	1e-07	1e-07	1e-07
OG0000575.28	OG0007394.2	OG0000010.64	OG0009025.0	OG0024568.0	OG0000056.0	OG0005315.0	OG0000074.152	OG0005465.0	OG0004964.6
0.0391751	1e-07	1e-07	nan	nan	1e-07	1e-07	1e-07	1e-07	1e-07
OG0000310.18	OG0005660.0	OG0006672.0	OG0000000.3460	OG0003155.34	OG0012223.0	OG0016625.0	OG0006117.2	OG0000010.475	OG0000435.0
0.037893300000000005	1e-07	nan	1e-07	1e-07	1e-07	nan	1e-07	1e-07	0.0884658
OG0002590.0	OG0000269.0	OG0003564.0	OG0018616.0	OG0000349.0	OG0003338.0	OG0000200.0	OG0007468.0	OG0000006.561	OG0005399.4
1e-07	0.026213	nan	nan	1e-07	1e-07	1e-07	1e-07	0.00745715	1e-07
OG0006294.10	OG0016661.3	OG0000099.0	OG0004249.0	OG0000228.54	OG0000139.0	OG0000011.1	OG0002448.22	OG0008106.2	OG0003593.0
nan	nan	0.00999186	1e-07	1e-07	1e-07	1e-07	0.000530084	1e-07	1e-07
OG0000112.0	OG0009215.1	OG0004961.2	OG0000056.0	OG0000710.0	OG0003695.0	OG0004473.2	OG0008975.0	OG0005495.0	OG0000007.3
1e-07	nan	0.0279007	1e-07	1e-07	1e-07	1e-07	nan	1e-07	1e-07
OG0000027.457	OG0000923.0	OG0004469.6	OG0007098.2	OG0022067.0	OG0005153.1	OG0004970.0	OG0000139.0	OG0007761.3	OG0000127.0
0.00241394	1e-07	1e-07	nan	nan	1e-07	1e-07	1e-07	1e-07	1e-07
OG0000112.0	OG0004494.1	OG0003424.0	OG0006712.0	OG0000039.0	OG0013911.3	OG0000710.0	OG0000060.0	OG0003386.20	OG0004128.4
1e-07	1e-07	0.0540773	nan	1e-07	nan	1e-07	1e-07	1e-07	nan
OG0000132.40	OG0000228.54	OG0005105.0	OG0011433.8	OG0011552.0	OG0000349.0	OG0000011.1	OG0004757.2	OG0003993.4	OG0003370.4
1e-07	1e-07	1e-07	nan	nan	1e-07	1e-07	1e-07	0.0216106	1e-07
OG0016132.6	OG0002604.2	OG0016143.0	OG0002709.2	OG0005870.0	OG0000074.152	OG0000090.24	OG0000001.1420	OG0010671.0	OG0000075.0
nan	0.00993261	nan	1e-07	1e-07	1e-07	1e-07	1e-07	1e-07	1e-07
OG0000012.918	OG0013503.4	OG0016077.0	OG0000196.0	OG0005672.0	OG0005315.0	OG0004376.0	OG0000307.20	OG0006135.0	OG0000007.585
0.00988241	nan	nan	1e-07	1e-07	1e-07	1e-07	1e-07	1e-07	1e-07
OG0000112.0	OG0006978.0	OG0016135.0	OG0000047.282	OG0011224.0	OG0000011.866	OG0005764.0	OG0005145.0	OG0005107.4	OG0000015.1
1e-07	nan	nan	1e-07	1e-07	1e-07	nan	1e-07	1e-07	0.00547499
OG0009776.8	OG0004678.12	OG0000923.0	OG0000009.921	OG0000334.9	OG0005940.0	OG0012769.0	OG0013541.2	OG0005299.0	OG0000071.0
nan	1e-07	1e-07	0.00983472	0.045511300000000005	1e-07	1e-07	nan	1e-07	0.025734500000000004
