OG0012915.3	OG0006804.0	OG0022826.0	OG0004464.0	OG0000027.457	OG0004617.12	OG0000692.0	OG0000019.257	OG0000177.8	OG0002252.0	OG0006400.2	OG0016785.2	OG0001698.26	OG0009883.5	OG0004338.2	OG0001643.24	OG0004324.0	OG0000606.2	OG0001967.0	OG0000835.7	OG0004710.2	OG0022825.0	OG0002346.16	OG0000038.0	OG0000027.1	OG0004835.2	OG0012926.0	OG0001566.2	OG0000471.2	OG0012896.0	OG0000107.44
0.040269093007999995	1.9929775891639998	nan	1.746234520076	0.90064301314	0.42131760094899995	1.6473984951440002	1.5356150354440001	2.415033133129	1.117918869073	1.8916717209779998	0.02701875753	0.6943115457	0.389288255639	0.776368442629	0.369064679103	1.016012969499	1.4076544377140001	2.281237135478	2.534411768333	2.082919660454	nan	2.474016298145	2.473262479912	1.872776103784	0.272360049985	1.600267473551	1.188815827236	2.077047154	1.679417176972	1.834181565819
OG0003918.5	OG0008192.2	OG0006292.0	OG0000121.128	OG0002778.0	OG0009029.2	OG0000429.0	OG0000123.210	OG0000265.0	OG0000001.1420	OG0001697.2	OG0006983.0	OG0004254.23	OG0000034.305	OG0000318.0	OG0003678.2	OG0005879.0	OG0003974.4	OG0002068.0	OG0005314.0	OG0028979.0	OG0012649.2	OG0012177.2	OG0000180.0	OG0001508.1	OG0001601.50	OG0024645.0	OG0048133.0	OG0001723.0	OG0005902.0	OG0000006.561
0.443600487283	0.223844088782	0.7156262187479999	0.9632207970119999	1.611832033005	0.99466640721	1.8391781535429998	0.47249042737499997	0.7382343009110001	2.400467071927	1.203008121526	0.819929879996	0.207246602636	1.891436375406	1.383725896207	1.0976804196130001	0.675772017801	2.108216844449	0.34847645095299995	3.280348999779	0.0	0.83924236117	0.39933059744599997	2.905481183204	0.819011476055	1.85091232875	nan	nan	0.384236043113	0.922885200517	2.3444180522319997
OG0000245.24	OG0007897.3	OG0000878.5	OG0000010.475	OG0002537.22	OG0008545.2	OG0003880.0	OG0020510.0	OG0001238.24	OG0001881.0	OG0000279.0	OG0046223.0	OG0000338.41	OG0006082.0	OG0054009.0	OG0007052.0	OG0006151.2	OG0001586.3	OG0004501.15	OG0001103.24	OG0000011.1	OG0003219.0	OG0000443.1	OG0000486.2	OG0009949.0	OG0000483.0	OG0002514.2	OG0014858.0	OG0000015.773	OG0013973.0	OG0001764.0
2.44214485911	0.096151584015	1.627396804867	2.165957901781	0.7901676587819999	0.430609884967	1.618639132633	0.453625388736	0.962508759829	1.023346221516	1.338706872473	nan	1.424242444303	1.361511148624	nan	0.383433320748	1.5163166485719999	1.231238777821	0.5309663742149999	0.418168054111	3.6834617129470004	2.519017452951	1.700074462518	1.485882069705	0.763722758439	1.399476356236	1.242877932626	2.080690458439	3.96233221273	0.450495913967	0.58295634836
OG0000081.1	OG0012102.0	OG0001820.0	OG0000349.0	OG0006412.3	OG0007545.2	OG0000736.0	OG0005721.0	OG0002442.0	OG0000015.1	OG0001366.26	OG0000159.288	OG0001103.24	OG0000026.45	OG0057088.0	OG0000923.0	OG0004113.4	OG0006119.2	OG0013522.0	OG0008685.1	OG0001095.25	OG0002946.0	OG0004461.4	OG0056982.0	OG0000169.16	OG0000120.105	OG0005623.0	OG0017964.4	OG0001851.13	OG0000045.0	OG0005827.2
0.9553415286939999	0.19792495983600003	1.649943096267	1.403260125015	1.166166542115	0.662941447646	1.600032963471	2.470942814147	0.904132762224	5.247589854796	0.7660857133	2.2537504718020003	0.418168054111	2.320951702511	nan	1.850262568938	1.8154666869369998	0.280476770808	1.619665818993	1.01889008847	1.757847915242	1.374243767848	0.921949154216	nan	2.755524214033	1.0829977767299999	2.031665443707	0.10912244575999999	0.66509112692	1.9444874344190002	0.980014590337
OG0000032.252	OG0002841.0	OG0001932.0	OG0003121.6	OG0004500.5	OG0003400.52	OG0037709.0	OG0004267.6	OG0006855.18	OG0020289.0	OG0006474.4	OG0001853.0	OG0000139.0	OG0000011.1	OG0003925.0	OG0000932.26	OG0000047.282	OG0000075.0	OG0008940.1	OG0002340.0	OG0035551.0	OG0018942.4	OG0001415.1	OG0000088.3	OG0000090.24	OG0008493.6	OG0000230.58	OG0001452.24	OG0004749.2	OG0000066.1	OG0010530.0
1.948494211602	1.485118076743	1.7330486731510002	1.7089465808320001	0.8454187858040001	0.749925174818	nan	1.5678949039269998	0.478567629227	0.914533167356	1.7366834198910002	1.636433665784	1.9670599704629999	3.6834617129470004	2.416634049214	0.905380847172	1.9450800665130001	1.198904738926	0.660739794008	0.6982422256659999	nan	0.283564510479	1.3966754560499999	2.2092461222599997	3.215048393315	1.132469635218	1.575186146052	1.5312726605000002	1.177856355031	0.7705365788899999	0.210594868865
OG0007434.0	OG0000014.1	OG0000767.24	OG0003400.52	OG0002778.0	OG0006117.2	OG0000265.0	OG0000336.0	OG0053818.0	OG0029083.0	OG0021274.0	OG0000350.8	OG0000048.325	OG0000026.45	OG0002143.0	OG0003960.4	OG0007180.0	OG0006975.0	OG0000237.1	OG0002012.0	OG0000343.0	OG0003714.0	OG0013943.9	OG0010537.0	OG0002104.0	OG0006887.0	OG0006476.16	OG0005145.0	OG0000007.976	OG0004219.22	OG0000074.152
1.394662607863	1.480162437391	0.9174136620209999	0.749925174818	1.611832033005	1.2876943596500001	0.7382343009110001	2.106869555944	nan	0.0	0.846948546334	2.182534005176	1.089322931642	2.320951702511	1.356005535065	1.93236072123	0.890076914497	0.7941167720460001	0.8438552204459999	0.508339467612	1.5119690467809999	1.6920006640290002	nan	1.25424377585	0.498236383659	0.7295306220960001	0.63359643606	1.460974441949	2.16391999388	0.359444405926	1.423513004181
OG0001701.8	OG0004304.0	OG0000100.1	OG0017771.0	OG0000349.0	OG0001823.24	OG0000018.289	OG0001829.22	OG0000183.0	OG0001296.24	OG0000539.1	OG0000350.8	OG0004239.0	OG0045636.0	OG0001996.0	OG0007785.0	OG0013573.4	OG0005097.2	OG0044033.0	OG0000923.0	OG0000409.24	OG0000048.122	OG0002971.0	OG0006546.0	OG0009077.4	OG0005808.1	OG0020398.0	OG0006799.0	OG0000006.561	OG0003169.0	OG0005034.12
1.01640515889	0.705728030035	2.642156991527	0.723305372635	1.403260125015	0.8103202100319999	1.690655398915	1.442611150483	2.457651823764	0.671943582867	0.827383012269	2.182534005176	0.6961359287819999	nan	0.982163978675	1.880598933979	0.132036731205	1.502982790705	nan	1.850262568938	0.9340162949519999	0.914299210599	1.190583381529	1.511695249208	0.249421066996	2.065290265904	0.184605173185	1.6256281628459999	2.3444180522319997	1.710640609388	0.9197310342649999
OG0002761.0	OG0014849.0	OG0000109.0	OG0004961.2	OG0027675.0	OG0000279.0	OG0000265.0	OG0010125.0	OG0008128.0	OG0001550.0	OG0010995.2	OG0017155.5	OG0000318.0	OG0000011.1	OG0003329.0	OG0035637.0	OG0002946.0	OG0001347.26	OG0001667.0	OG0000702.24	OG0000884.25	OG0005222.2	OG0000671.12	OG0000431.12	OG0004964.6	OG0002185.6	OG0005687.4	OG0000006.561	OG0000112.0	OG0006611.0	OG0004968.14
2.621130217795	0.26044677705499997	2.362715202036	1.6786536202990001	1.487237262428	1.338706872473	0.7382343009110001	0.433404933977	1.453843138716	1.404603174014	0.525911952478	nan	1.383725896207	3.6834617129470004	1.5929280569980002	nan	1.374243767848	1.331786370891	1.15425670979	0.297034270691	0.513381877193	0.530606531731	1.10085114445	1.8431466290799998	2.110012835765	1.204677992578	0.565269374962	2.3444180522319997	3.077811112708	1.131280118294	2.099125786628
OG0000245.24	OG0013512.2	OG0000738.19	OG0001000.24	OG0003012.0	OG0000320.0	OG0015290.0	OG0005465.0	OG0003944.0	OG0000411.0	OG0002222.0	OG0007722.2	OG0003326.0	OG0019023.0	OG0004806.29	OG0007822.0	OG0000060.0	OG0000026.45	OG0005817.0	OG0000905.14	OG0045490.0	OG0034790.0	OG0000483.0	OG0000435.0	OG0002298.4	OG0003890.6	OG0000204.2	OG0002822.4	OG0000779.1	OG0002938.0	OG0000012.918
2.44214485911	0.677288015186	0.766516573595	1.464127798311	1.516799279964	1.11019913486	0.5401838478509999	1.463644984684	1.779665097415	0.8289798224230001	0.732592105745	1.3859688299239998	1.634905352685	1.7286171142609998	0.8339132846070001	1.209997628295	2.1868875487799997	2.320951702511	1.791260417365	0.532333016186	nan	nan	1.399476356236	2.624995612949	1.6357623526960001	1.412659418164	1.612571582716	1.947251025059	2.108657819502	1.4045821938010001	2.4953506102
