OG0005575.28	OG0000750.0	OG0001016.1	OG0013106.2	OG0011318.4	OG0000065.1	OG0000740.26	OG0015416.2	OG0000869.2	OG0000310.18	OG0001823.24	OG0002101.0	OG0005567.0	OG0001843.5	OG0000749.2	OG0001824.24	OG0001842.34	OG0008015.25	OG0000065.40	OG0002012.0	OG0001741.1	OG0002348.56	OG0003001.0	OG0000646.28	OG0011319.4	OG0000606.2	OG0000471.2	OG0001567.1	OG0014063.4	OG0001643.24	OG0020502.0	OG0002651.6	OG0006297.0	OG0001579.36	OG0013273.0	OG0003151.14	OG0001964.1	OG0001309.24	OG0000711.2	OG0002178.2	OG0001778.24	OG0008099.0	OG0028281.0	OG0001566.2	OG0001699.1	OG0000038.0	OG0001602.32	OG0002787.0	OG0001907.32	OG0014068.0	OG0000441.96	OG0015415.0	OG0001711.10	OG0001698.26	OG0000441.1
-0.3974272	nan	nan	0.7898265	0.4652844	1.428078	nan	-0.332445	nan	0.8435045	nan	nan	-1.361834	-0.4510971	nan	nan	-0.11591389999999999	0.1172004	0.6049241	nan	nan	0.09650033	0.4147031	nan	0.47031179999999995	nan	nan	nan	-0.3134239	nan	-1.295157	-0.8873049999999999	-1.1814360000000002	-0.15413220000000002	0.6295864999999999	-0.14497939999999998	-1.293951	nan	nan	-0.2263244	nan	-0.03821786	-0.776041	nan	nan	nan	nan	-1.326668	-0.1405389	-0.337961	nan	-0.3885349	-0.13338770000000003	nan	-1.123693
OG0003355.0	OG0000599.0	OG0001608.24	OG0014012.2	OG0005751.0	OG0000002.1788	OG0000724.26	OG0001557.1	OG0000739.15	OG0007009.0	OG0000601.52	OG0000893.3	OG0038127.0	OG0000285.1	OG0000483.0	OG0004651.18	OG0001028.24	OG0000006.1	OG0000959.34	OG0000735.1	OG0000975.0	OG0009799.6	OG0006012.0	OG0000002.1147	OG0003700.0	OG0006112.0	OG0001550.0	OG0003255.3	OG0003364.8	OG0001723.0	OG0002099.0	OG0002033.0	OG0015311.0	OG0001293.1	OG0001311.5	OG0009909.0	OG0000927.0	OG0002335.4	OG0008437.3	OG0020638.0	OG0001354.22	OG0000607.0	OG0000147.0	OG0002545.0	OG0000180.0	OG0002593.5	OG0009277.0	OG0041582.0	OG0011414.0	OG0003435.0	OG0054091.0	OG0002206.0	OG0016024.0	OG0007192.0	OG0002027.0
-1.387509	nan	0.35190879999999997	1.112096	-1.196739	nan	nan	-0.8487799000000001	nan	-0.6864298000000001	nan	nan	2.3940069999999998	nan	0.3933374	-1.001107	nan	nan	-0.08873160000000001	nan	nan	0.2496018	-0.07114439	1.102174	-0.1752423	1.085026	nan	0.4107066	-1.346128	nan	nan	nan	-0.07235821	nan	nan	1.127035	nan	-0.11668599999999998	0.2821283	-1.465668	nan	-0.42444729999999997	nan	0.2991674	nan	-0.6164384	-1.3618290000000002	0.9480450999999999	-0.6078951	-1.402627	3.838229	1.266202	-0.48249840000000005	0.3066587	nan
OG0001047.26	OG0002923.29	OG0002142.4	OG0004869.12	OG0001840.4	OG0001295.24	OG0002549.36	OG0001821.4	OG0011738.0	OG0000290.0	OG0001383.24	OG0008113.0	OG0002174.0	OG0000177.8	OG0000364.1	OG0000219.0	OG0003491.0	OG0001477.0	OG0046214.0	OG0010669.7	OG0002418.9	OG0006372.2	OG0045184.0	OG0024523.0	OG0001166.24	OG0001932.0	OG0001550.0	OG0001256.24	OG0001307.24	OG0010750.6	OG0000001.1420	OG0002151.0	OG0000276.72	OG0007033.0	OG0002222.0	OG0000864.26	OG0006643.0	OG0010497.2	OG0022262.0	OG0014526.2	OG0000180.0	OG0001590.32	OG0005337.4	OG0006665.0	OG0000862.34	OG0002658.16	OG0001830.6	OG0002446.4	OG0006562.0	OG0000459.0	OG0044831.0	OG0000047.282	OG0000110.3	OG0000583.0	OG0006068.0
nan	-0.4723733	1.515955	0.10379719999999999	0.1882309	nan	-1.374817	nan	-0.6876751	nan	nan	0.42185829999999996	nan	nan	nan	0.5684314	-1.333059	0.01090893	-5.748428	0.9790582	-0.5608138	1.378527	-6.464795	-1.606592	nan	-1.0125	nan	nan	nan	1.441192	nan	nan	nan	-0.4702418	nan	nan	-1.241192	0.6718643	-1.143341	1.158673	nan	-0.2937055	-1.360899	-1.1166690000000001	nan	-0.6043086999999999	nan	-0.21965210000000002	-1.279244	nan	2.458951	-0.003608783	nan	nan	-0.5714308000000001
OG0002373.38	OG0005286.0	OG0000510.30	OG0000755.4	OG0013738.0	OG0001326.24	OG0000680.1	OG0002727.0	OG0000279.0	OG0007653.0	OG0016289.0	OG0003127.0	OG0008347.0	OG0000728.24	OG0021392.0	OG0005989.0	OG0002103.0	OG0000014.1	OG0000525.2	OG0000198.0	OG0001820.0	OG0002989.1	OG0000603.1	OG0000536.32	OG0027769.0	OG0003036.0	OG0000013.2	OG0003540.0	OG0001563.24	OG0000209.2	OG0010648.5	OG0012773.4	OG0012250.0	OG0001191.24	OG0013313.2	OG0001573.24	OG0000876.20	OG0007332.0	OG0001604.92	OG0000000.3436	OG0001338.24	OG0002412.0	OG0015185.2	OG0000139.0	OG0001897.2	OG0000403.25	OG0002740.0	OG0010735.2	OG0001437.24	OG0027441.0	OG0002340.0	OG0000423.2	OG0000000.405	OG0002214.0	OG0000718.0
-1.3361100000000001	0.7342390000000001	nan	nan	0.3062454	nan	nan	-1.283505	nan	-1.1708399999999999	0.6162361999999999	0.09720354	0.2989309	nan	2.44298	-0.6975843	nan	nan	-0.2644098	nan	nan	-1.341297	nan	-0.132977	-6.8590990000000005	-0.355013	nan	0.37661690000000003	-0.6216819	nan	1.165794	0.23345789999999997	-0.7169501	nan	-1.52425	nan	nan	-0.2620712	0.4022389	-1.8993529999999998	nan	-0.6744359999999999	-0.3617517	-0.1087079	-0.9235453000000001	nan	-0.1677664	-0.6028	nan	1.460151	nan	nan	-1.3364	nan	-0.7465441999999999
OG0001308.24	OG0002640.0	OG0007128.8	OG0023045.0	OG0000561.24	OG0012421.0	OG0000279.0	OG0000081.1	OG0005503.0	OG0001696.0	OG0056847.0	OG0000183.0	OG0001441.1	OG0003496.0	OG0007114.6	OG0000572.0	OG0002116.0	OG0002219.0	OG0007329.0	OG0002087.0	OG0002153.0	OG0002665.8	OG0000219.0	OG0010680.0	OG0002002.0	OG0016763.0	OG0000837.0	OG0006773.2	OG0000702.24	OG0001135.4	OG0000665.0	OG0004053.58	OG0003255.3	OG0000558.24	OG0006240.0	OG0001331.24	OG0000793.0	OG0011152.0	OG0000001.1420	OG0000564.24	OG0001999.0	OG0002731.0	OG0001798.0	OG0000004.33	OG0000403.25	OG0004874.0	OG0005745.0	OG0001593.20	OG0010954.0	OG0000088.3	OG0003523.15	OG0047490.0	OG0001604.2	OG0002432.1	OG0047070.0
nan	-1.286879	0.5485293000000001	1.7132779999999999	nan	0.1497598	nan	nan	-1.348596	nan	1.4926469999999998	nan	nan	-0.5767256	-0.8350931	0.247623	nan	-0.5822385999999999	-1.133966	nan	nan	-0.2482534	0.5684314	0.9814778000000001	nan	-0.03156513	0.1377884	0.19136270000000002	nan	nan	-0.7242524	1.725917	0.4107066	nan	-0.9683146	nan	0.903034	0.8817271000000001	nan	0.8942351000000001	nan	-0.1803503	nan	nan	nan	-0.16316529999999999	-0.4309593	nan	-1.174972	nan	1.175432	0.28677670000000005	-1.2428629999999998	0.004582732	0.2407681
OG0001284.24	OG0002063.0	OG0003150.32	OG0007367.12	OG0000062.197	OG0001151.26	OG0007848.2	OG0006405.0	OG0000230.58	OG0001774.6	OG0002594.0	OG0000920.27	OG0002173.26	OG0000204.2	OG0001362.22	OG0018715.1	OG0006204.0	OG0001137.24	OG0007574.0	OG0000321.2	OG0002087.0	OG0003700.0	OG0001522.0	OG0000812.32	OG0006316.0	OG0021953.0	OG0010531.2	OG0012706.4	OG0000995.5	OG0014534.2	OG0000996.1	OG0003300.0	OG0000001.1420	OG0003299.0	OG0000246.0	OG0002319.0	OG0002910.0	OG0019256.0	OG0005522.8	OG0000999.14	OG0006740.4	OG0001261.1	OG0000391.20	OG0024031.0	OG0000681.0	OG0006043.0	OG0001570.1	OG0000266.0	OG0000272.36	OG0000751.0	OG0006595.0	OG0009907.6	OG0009083.9	OG0000264.1	OG0000777.0
